ncodpers,added_products
451445,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_plan_fin_ult1 ind_ctop_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1
451092,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1
451304,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_fond_fin_ult1
451338,ind_recibo_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1
450823,ind_tjcr_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_fond_fin_ult1
450743,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1
450693,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
450905,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
451021,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
450994,ind_cco_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1
450935,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1
452055,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
451905,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
451971,ind_cco_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_plan_fin_ult1
451967,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
451937,ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1
452214,ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
452208,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1
452196,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1
451568,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_dela_fin_ult1
451540,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_fond_fin_ult1
451866,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
451661,ind_recibo_ult1 ind_fond_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
456037,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1
456079,ind_cco_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ecue_fin_ult1 ind_recibo_ult1
456022,ind_cco_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_plan_fin_ult1 ind_ctpp_fin_ult1
455965,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1
456313,ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1
456227,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_pres_fin_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1
455942,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
456155,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_fond_fin_ult1
456145,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_dela_fin_ult1
456202,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1
455640,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1
455705,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
455887,ind_cco_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1
456326,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
456889,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ctop_fin_ult1 ind_nomina_ult1
456947,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_nomina_ult1
457119,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_nomina_ult1 ind_valo_fin_ult1
457001,ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1
456975,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
456491,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
456434,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
456421,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1
456706,ind_cco_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1
456679,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
456678,ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
456597,ind_cco_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1
456586,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1
456630,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1
455522,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1
454469,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_fond_fin_ult1
454505,ind_cco_fin_ult1 ind_dela_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1
454321,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1
454688,ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
454557,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_fond_fin_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1
454524,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_ecue_fin_ult1
454607,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1
454027,ind_reca_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_ctop_fin_ult1 ind_nomina_ult1
453914,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
453984,ind_cco_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1
454245,ind_recibo_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
454294,ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_recibo_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1
454287,ind_cco_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1
454186,ind_tjcr_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1
454163,ind_tjcr_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_valo_fin_ult1 ind_cno_fin_ult1
455296,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
455299,ind_recibo_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
455456,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_valo_fin_ult1 ind_dela_fin_ult1
455507,ind_tjcr_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_valo_fin_ult1
455495,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1
455401,ind_cno_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1
455335,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1
455387,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1
454844,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
454839,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
454814,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1
455070,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_cno_fin_ult1
455101,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1 ind_ctma_fin_ult1 ind_ctpp_fin_ult1
454974,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
446277,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
446275,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
446109,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1
446292,ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1
446391,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_ctpp_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_ctma_fin_ult1
445797,ind_tjcr_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1
445841,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1
447088,ind_recibo_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
446999,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_valo_fin_ult1 ind_nomina_ult1
447138,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1
447348,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
447180,ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_ctma_fin_ult1 ind_fond_fin_ult1 ind_nomina_ult1
447153,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1
446581,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
446905,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
446748,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_valo_fin_ult1
444491,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1
444521,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_nom_pens_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1
444353,ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ecue_fin_ult1 ind_plan_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1
444409,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1
444700,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
444688,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1
444671,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1
444740,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_pres_fin_ult1
444057,ind_cco_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_fond_fin_ult1 ind_nomina_ult1
443983,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_nom_pens_ult1
444000,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
444272,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1
444247,ind_recibo_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
444345,ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
444310,ind_cco_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
444205,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1
445221,ind_reca_fin_ult1 ind_ctop_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_ctma_fin_ult1 ind_ctpp_fin_ult1
445426,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1
444922,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
444891,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1
444883,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
444956,ind_cco_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1
444937,ind_recibo_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1
444928,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1
444805,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
444801,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
445163,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1
445142,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1
445008,ind_cco_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_fond_fin_ult1
444987,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1
449651,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1
449687,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1
449535,ind_recibo_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_fond_fin_ult1 ind_cno_fin_ult1
449608,ind_fond_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1
449904,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1
449734,ind_recibo_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1
449131,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
449153,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1
449339,ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_plan_fin_ult1 ind_cco_fin_ult1
449377,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
450410,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1
450460,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1
450457,ind_cco_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
450456,ind_dela_fin_ult1 ind_recibo_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_fond_fin_ult1 ind_ctop_fin_ult1
450394,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_nom_pens_ult1
450612,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1
450660,ind_cco_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
450504,ind_cco_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1
450571,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctop_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1 ind_ctma_fin_ult1
450013,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1
449091,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1
